Number,Title,Relevant,Date_Published,Date_bin,Source,URL,SearchTerm,Content,Keywords,Branch,PoliticalActor,Quote
375,Idaho Delegation Praises Department of Interiors move to Delist Wolves,Y,5/4/2011,During,Targeted News Service,https://uwyoidmoclcorg/login?url=https://wwwproquestcom/usnews/wire-feeds/idaho-delegation-praises-department-interiors/docview/864775546/sem-2?accountid=14793,Wolf delisting AND Idaho,The Idaho Congressional Delegation today praised the actions of the US Department of the Interior to delist the recovered gray wolf in the Northern Rocky Mountains The decision came after Congressman Mike Simpson Chairman of the House Appropriations Interior Subcommittee inserted language in the recent continuing resolution to return the gray wolf to state managementNo one can rationally argue that the Rocky Mountain gray wolf is still endangered Wolf populations in the west are robust and far exceed recovery goals said Simpson If the Endangered Species Act is going to be effective at all we need to remove recovered species from the list and consider it a victory In this case instead of recognizing that wolves have made a strong recovery advocates have been intent on listing them in perpetuity preventing wildlife managers from making good management decisions and undercutting the intent of the ESA Today were finally moving past this controversy putting wolf management back into the hands of the state where it belongsI commend the Department of the Interior and Fish and Wildlife Service for promptly complying with the wolf delisting provision that was included in the recently-passed Continuing Resolution for the remainder of this fiscal year said Senator Mike Crapo As I have said on many occasions the wolf is recovered in the northern Rockies and the State of Idaho has proven that it can and will effectively and responsibly manage wolves Now that the federal government has taken this step the State of Idaho can finally get to workCommon sense has finally prevailed when it comes to managing wolves in Idaho said Senator Jim Risch This species is fully recovered and now state wildlife experts can manage gray wolves just like other predator species found throughout the state It is unfortunate that it was such an arduous task to get this issue resolvedThe original purpose of the ESA has been perverted to do the bidding of activist environmentalists This is the first step to ensuring these groups no longer misuse the ESA to permanently protect a species regardless of its recovery said Congressman Raul Labrador The recovery of the gray wolf took place several years ago and since that recovery many Idahoan ranches and outfitting businesses have suffered through the killing of livestock and prime hunting herds by these apex predators We must remain vigilant in the future to other overbearing federal restrictions on state sovereignty This is a great example of a crisis that could have and should have been handled by the state itself and not the federal governmentSimpsons language in HR 1473 overturned the August 2010 decision by a district court in Montana to put wolves in Idaho Montana Oregon Washington and Utah back on the endangered species list in spite of the fact that these populations have met and exceeded recovery goals The language directed the US Fish and Wildlife Service to reissue its 2009 decision to delist wolves in Idaho and Montana within 60 days of enactment Todays action by the Fish and Wildlife Service complies with the law republishing the final rule and allowing for state management including managed hunts in Idaho and Montana this year This rule is effective immediately upon publication Gray wolves will remain protected in Wyoming but Simpsons language protected the ability of the state of Wyoming to negotiate its own state management plan which once approved would allow the Fish and Wildlife Service to delist the entire Northern Rocky Mountain population,Montana Idaho Wyoming Endangered Species List  Endangered Species Act De-listing Wolf Gray Wolves Recovery Hunting,Legislative,Representative Mike Simpson (R-ID),No one can rationally argue that the Rocky Mountain gray wolf is still endangered Wolf populations in the west are robust and far exceed recovery goals said Simpson If the Endangered Species Act is going to be effective at all we need to remove recovered species from the list and consider it a victory In this case instead of recognizing that wolves have made a strong recovery advocates have been intent on listing them in perpetuity preventing wildlife managers from making good management decisions and undercutting the intent of the ESA Today were finally moving past this controversy putting wolf management back into the hands of the state where it belongs
457,Baucus Lauds Final Step to Put Montana Back in Control of Wolves,Y,5/4/2011,During,Targeted News Service,https://uwyoidmoclcorg/login?url=https://wwwproquestcom/usnews/wire-feeds/baucus-lauds-final-step-put-montana-back-control/docview/864769601/sem-2?accountid=14793,Wolf delisting AND Montana ,The office of Sen Max Baucus D-Mont issued the following news release:Montanas senior US Senator Max Baucus applauded the US Fish and Wild Life Services actions to implement the wolf-delisting legislation he championed in the Senate In accordance with the law passed last month USFS reissued its 2009 rule today which returns wolf management back to MontanaTodays news puts an end to our hard-fought battle to return wolves in Montana to Montana management Its about time the federal government puts Montanans back in control and end this debate for good Im proud to see Montana ranchers and hunters finally get the certainty they deserve once and for all Baucus saidBaucus first introduced (http://baucussenategov/?p=press_release&id=198) legislation to restore wolf management last September with Montana Senator Jon TesterBaucus pressed the President and budget negotiators (http://baucussenategov/?p=press_release&id=439) to include his legislation as part of the bipartisan 2011 budget compromise (http://baucussenategov/?p=press_release&id=446) that passed last month The plan will return gray wolves in Montana and Idaho to state management,Montana De-listing Endangered Species List  Gray Wolves,Legislative,Senator Max Baucus (D-MT) ,Montanas senior US Senator Max Baucus applauded the US Fish and Wild Life Services actions to implement the wolf-delisting legislation he championed in the Senate In accordance with the law passed last month USFS reissued its 2009 rule today which returns wolf management back to MontanaTodays news puts an end to our hard-fought battle to return wolves in Montana to Montana management Its about time the federal government puts Montanans back in control and end this debate for good Im proud to see Montana ranchers and hunters finally get the certainty they deserve once and for all Baucus said
33,Two lawsuits challenge wolf de-listing,Y,5/5/2011,During,Eye on Boise [The Spokesman-Review Coeur dAlene Idaho - BLOG],https://uwyoidmoclcorg/login?url=https://wwwproquestcom/usnews/blogs-podcasts-websites/two-lawsuits-challenge-wolf-de-listing/docview/864879655/sem-2?accountid=14793,Wolf Delisting AND Montana,,Montana Idaho De-listing Wolf Protections,NGO,General Environmental NGO,Western lawmakers said they wanted to go around a federal judge who blocked prior efforts to hunt the animals But environmentalists say that violated the separation of powers required under the Constitution
36,Environmental groups sue government over wolf delisting,Y,5/5/2011,During,Great Falls Tribune,https://uwyoidmoclcorg/login?url=https://wwwproquestcom/usnews/newspapers/environmental-groups-sue-government-over-wolf/docview/864971718/sem-2?accountid=14793,Wolf Delisting AND Idaho,Alliance for the Wild Rockies Friends of the Clearwater and WildEarth Guardians filed a lawsuit Thursday in federal court in Montana against the US Fish and Wildlife Service for delisting wolves in Montana Idaho and por-tions of Utah Washington and OregonThe lawsuit comes the day after the US Interior Department announced the delisting rule which is effective today to comply with a law passed by Congress April 15We will not allow the fate of endangered species to be determined by politicians serving special interests Michael Garrity executive director of the Alliance for the Wild Rockies said in a statementThe groups charge that the delisting rider which was sponsored by US Sen Jon Tester of Montana and US Rep Mike Simpson of Idaho violates the US Constitution because it specifically repeals a judicial decisionWhile Congress has the right to make and amend laws the wolf delisting rider does not amend the Endangered Species Act ? it circumvents the judicial process by ordering the reinstatement of the 2009 rule that delisted wolves the lawsuit saysThe 2009 rule that delisted wolves was challenged by the Alliance for the Wild Rockies Friends of the Clearwater and 12 other organizations on the basis that it violated the Endangered Species Act by revoking protection for wolves based on the political boundaries of state lines US District Judge Donald Molloy ruled last August that the 2009 rule was illegal,Idaho Montana De-listing Wolf Endangered Species Act Protections NGO,NGO,Michael Garrity executive director of the Alliance for the Wild Rockies,We will not allow the fate of endangered species to be determined by politicians serving special interests Michael Garrity executive director of the Alliance for the Wild Rockies said in a statement
133,State takes back control of wolves,Y,5/5/2011,During,Great Falls Tribune,https://uwyoidmoclcorg/login?url=https://wwwproquestcom/usnews/newspapers/state-takes-back-control-wolves/docview/864799232/sem-2?accountid=14793,Wolf Delisting AND Montana ,,Montana De-listing Wolf Hunting Protections Endangered Species Act Idaho Wyoming,Executive,Ken Salazar Secretary of the Interior,Interior Secretary Ken Salazar said in a conference call with reporters that the current population of 1650 wolves in the Northern Rockies is biologically recoveredLike other iconic species such as the whooping crane the brown pelican and the bald eagle the recovery of the gray wolf is another success story of the Endangered Species Act Salazar saidYears of lawsuits resulted in unacceptable acrimony over the recovery of the wolf which drained resources from other species prompting Congress to step in Salazar said
293,Wolf delisting slated again for Montana the Rockies,Y,5/5/2011,During,McClatchy - Tribune Business News,https://uwyoidmoclcorg/login?url=https://wwwproquestcom/usnews/wire-feeds/wolf-delisting-slated-again-montana-rockies/docview/864822771/sem-2?accountid=14793,Wolf delisting AND Montana,Interior Secretary Ken Salazar announced Wednesday that gray wolves in Montana and Idaho as well as in portions of eastern Oregon and Washington and north-central Utah will be formally removed from the list of endangered and threatened wildlife todayThe federal government also is proposing to delist gray wolf populations in Minnesota Michigan and Wisconsin saying theyre also biologically recoveredThis is a tremendous success story for the Endangered Species Act It was just 16 years ago that gray wolves were reintroduced into Yellowstone and now populations in the Northern Rockies and Western Great Lakes are biologically recovered Salazar said during a conference call with reporters Its time to return their management to the states that are prepared to manage themWhile public comment will be taken on the Western Great Lakes regions proposed delisting that wont take place for the Rocky Mountain population because the Department of Interior is simply reinstating the terms of a 2009 rule -- in which a public comment period was held -- that removed their federally protected status as directed by Congress in AprilMike Garrity executive director of the Alliance for the Wild Rockies promised to challenge the delisting again saying his organization expects to file a lawsuit today saying Congress action is unconstitutionalCongress can change any law but what they did here is not amend the Endangered Species Act but reinstated the delisting and said it couldnt be challenged in court Garrity said They cant both be members of Congress and judges too; they cant decide what is legalSalazar noted that the delisting in the Rocky Mountains makes moot a request by Montana officials to allow them to remove 18 of about 30 wolves east of the Idaho border in the Bitterroot Valley where elk populations have dropped significantly in part due to wolf predationIt also will allow Montana and Idaho to institute a wolf hunting season this fall Montana Fish Wildlife and Parks is proposing to allow up to 220 of the known 566 wolves in the state to be shot by hunters and will discuss that at the FWP Commission meeting in Helena on May 12 Idaho state biologists are expected to present options in July with the Idaho Fish and Game Commission possibly adopting a harvest strategy at its meeting in AugustFWP Director Joe Maurier said he doesnt anticipate any early hunts to remove some of the wolves in the Bitterroot especially since many are parenting new pupsThere was a spring wolf hunt bill and the governor did veto that so we are waiting to make sure that it sticks and isnt overridden Maurier said The problem we have is by the time that unfolds and if we put a spring hunt before the commission it would probably be too late for that hunt Besides its only a few months away from the fall hunt So in the meantime well continue our normal depredation practiceAs part of Montanas wolf management plan which was approved by the US Fish and Wildlife Service wolves can be shot if theyre killing or threatening dogs or livestock or if authorized by FWP to resolve wolf/livestock conflictsAt least 566 wolves inhabited Montana at the end of 2010 in about 108 packs and to avoid relisting Montana must manage them in a manner that guarantees a minimum of 150 wolves and 15 breeding pairs The USFWS will monitor wolf populations in the Northern Rockies for at least five more yearsAs with other delisted species we will be applying the Endangered Species Acts post-delisting monitoring requirements to ensure that wolf populations remain robust while under state wildlife management said Interior Deputy Secretary David HayesMore than 1650 gray wolves now inhabit the Northern Rockies after being trapped hunted and poisoned to near extirpation in the early 1900s They were listed as endangered species in 1978 across all of the lower 48 states and Mexico except in Minnesota where the gray wolf was classified as threatenedAt least 4100 wolves now roam throughout the Western Great Lakes regionGray wolves were naturally moving into the Northern Rockies from Canada when their numbers were bolstered by their capture and release into Yellowstone National Park in 1995They will remain under federal protection in Wyoming until that state comes up with a management plan that is approved by the USFWSThe Department of Interior also is going to take a look at language included in the Endangered Species Act that involves whether they can be removed from the list of protected species along state boundaries US District Court Judge Donald Molloy ruled in August 2010 that wording in the Act doesnt allow that; Hayes said theyll look at changing it to allow delisting if a species is considered recovered within a significant portion of its rangeDo you look biologically at the range regardless of geographic lines or take a state-by-state approach? Hayes asked rhetorically We will put out proposed guidance -- its not ready yet -- but our inclination is to use the biological approach rather than state bordersWolves do cover a lot of territory so if you identify the range and  delist them in that range then you dont get to those questions about if a wolf in state XYZ can be delisted or notHe said the public will have opportunities to comment on that guidance when its readySalazar said he is convinced that their delisting is warranted especially after talking to Ed Bangs of Helena who was in charge of the reintroduction and recovery effort for the USFWSTwo years ago I had an hour with Ed Bangs who knows more about wolves than anybody on this planet Salazar said He has no doubt that wolves are recovered yet because of the way the Act worked it was very difficult for us to implement that programOne other step Salazar is exploring is whether to revise the range of the gray wolf by removing all or parts of 29 eastern states due to newer information indicating that the gray wolf did not historically occur in those statesThe federal government also will consider what the appropriate entity is and listing status of wolves in the Pacific Northwest and Southwest as well as seek information on a newly recognized species the eastern wolf -- or Canis lycaon -- throughout its range in the United States and Canada The service is seeking public comment as part of this processThe proposed rule to remove wolves in the Western Great Lakes from the ESA as well as the final rule reinstating the 2009 final delisting rule for the Northern Rocky Mountain DPS as directed by the 2011 Full-Year Appropriations Act will be published in the Federal Register today,Montana Idaho Endangered Species List  De-listing Gray Wolves Wyoming Recovery Hunting,Executive,Ken Salazar Secretary of the Interior,This is a tremendous success story for the Endangered Species Act It was just 16 years ago that gray wolves were reintroduced into Yellowstone and now populations in the Northern Rockies and Western Great Lakes are biologically recovered Salazar said during a conference call with reporters Its time to return their management to the states that are prepared to manage themSalazar said he is convinced that their delisting is warranted especially after talking to Ed Bangs of Helena who was in charge of the reintroduction and recovery effort for the USFWSTwo years ago I had an hour with Ed Bangs who knows more about wolves than anybody on this planet Salazar said He has no doubt that wolves are recovered yet because of the way the Act worked it was very difficult for us to implement that program
181,Groups sue to regain wolf protection,Y,5/6/2011,During,Great Falls Tribune,https://uwyoidmoclcorg/login?url=https://wwwproquestcom/newspapers/groups-sue-regain-wolf-protection/docview/864971710/se-2?accountid=14793,Wolf Delisting AND Wyoming,Three environmental groups joined to file a lawsuit Thursday to return federal protection to gray wolves in the Northern Rockies arguing that politicians are deciding the fate of an endangered speciesUS Sen Jon Tester D-Mont inserted a provision ? calling for delisting the gray wolf ? in the 459-page budget bill passed by Congress on April 15 There are at least 566 gray wolves in MontanaWolves were returned to state management Thursday by the US Fish and Wildlife Service in compliance with Testers delisting law and a wolf hunting season in Montana is now in the works for this fallThe lawsuit was filed in US District Court in Missoula by The Alliance for the Wild Rockies Friends of the Clearwater and WildEarth GuardiansApproximately 1600 wolves in Montana Idaho Wyoming and parts of Oregon Utah and Washington make up the Northern Rockies population but Wyoming wolves were not included in the plan and remain federally protectedThe lawsuit states that the separation of power doctrine of the US Constitution was violated because Congress sidestepped the Endangered Species Act and a previous ruling by US District Judge Donald Molloy that rejected the same delisting plan lawmakers implementedWe have to police our constitution or it becomes a meaningless document said Jay Tutchton an attorney for the conservation groupsThe Interior Department and the US Fish and Wildlife Service are named as defendants in the caseThe lawsuit which was assigned to Molloys court asks that the section of the federal appropriations bill referring to the delisting be declared unconstitutional and that federal protections be restored to wolvesChris Tollefson a Washington DC-based spokesman for the US Fish and Wildlife Service said he hadnt seen the lawsuit as of Thursday and couldnt comment on its specifics He noted that language in Testers so-called rider excludes the rule from judicial reviewWhat weve done is implement what Congress has directed us to do he saidTester spokesman Aaron Murphy said the state of Wyoming was holding Montana hostage through a technicality in the Endangered Species Act prior to Testers provision delisting wolvesThe US Fish and Wildlife Services 2009 plan to delist wolves included Montana and Idaho but it kept protections in place for wolves in Wyoming because federal wildlife officials were not satisfied with that states management planIn August 2010 Molloy rejected that delisting proposal ruling it treated portions of the Northern Rockies wolf population differently in violation of the Endangered Species ActSo Jon fixed this unprecedented problem with a responsible solution that doesnt remove wolves from the Endangered Species Act altogether ? as some lawmakers want to do Murphy saidHe added that federal protections could be restored if wolf populations fall below recovery goalsTutchton the attorney for the conservation groups said this is the first time Congress has legislated the delisting of a particular species Congress he argued ran roughshod over the process established in the Endangered Species Act and illegally repealed Molloys ruling rejecting the 2009 delisting planThe US Fish and Wildlife Service typically proposes delisting under the Endangered Species ActMost Montanans Murphy said understand that the delisting provision doesnt explicitly repeal a judicial ruling or change the Endangered Species ActIt simply restores an approved science-based decision that allowed Montana to responsibly manage its wolves like any other recovered species Murphy saidMichael Garrity executive director of the Alliance for the Wild Rockies said attorneys for the conservation groups havent decided whether to seek a preliminary injunction to stop the delisting plan until the lawsuit is decidedMontana Fish Wildlife & Parks spokesman Ron Aasheim said the state was proceeding with a proposed hunting season planned for this fall The FWP Commission will consider a proposed quota of 220 wolves during a meeting May 12Until any action is taken by the court where its been filed we have no plans to change our plans Aasheim said,Wyoming Montana Idaho De-listing Wolf NGO Endangered Species Act,Executive,Chris Tollefson a Washington DC-based spokesman for the US Fish and Wildlife Service,Chris Tollefson a Washington DC-based spokesman for the US Fish and Wildlife Service said he hadnt seen the lawsuit as of Thursday and couldnt comment on its specifics He noted that language in Testers so-called rider excludes the rule from judicial reviewWhat weve done is implement what Congress has directed us to do he said
374,Wolves killing fewer cattle in Wyoming than in Montana Idaho,Y,5/23/2011,During,McClatchy - Tribune Business News,https://uwyoidmoclcorg/login?url=https://wwwproquestcom/usnews/wire-feeds/wolves-killing-fewer-cattle-wyoming-than-montana/docview/868111889/sem-2?accountid=14793,Wolf delisting AND Idaho,As Wyoming fights to join Montana and Idaho in getting its gray wolves removed from the endangered species list a new report indicates that its cattle have fared better with the predatorThe US Department of Agriculture last week reported that the number of cattle killed in Wyoming by wolves was actually decreasing while kills in neighboring Montana and Idaho had risen sharplyWolf-killed cattle have angered ranchers in all three states In 2010 wolves killed 570 adult cows and 1990 calves in Idaho according to the USDA Cattle Death Loss report issued last week Wolves in Montana killed 440 adult cows and 852 calves Wyoming fared better with 74 adult cows killed and 511 calvesFive years earlier Montana and Idahos losses were in line with Wyomings but as wolf populations in those states grew so did the wolf toll on cattle Wyoming saw a slight declineFewer kills shouldnt matter said Jim Magagna of the Wyoming Stock Growers AssociationI dont think it weakens the argument for delisting To me its a recovered species and the Endangered Species Act says that recovered populations should be delisted Magagna said The strongest argument for delisting in Wyoming in my view is the impact on wildlifeOutfitters have complained that elk populations around Yellowstone National Park have been dramatically thinned by wolvesHowever wolf advocates say attention to livestock kills in all three states is misguided Weather infection and other causes were the biggest killers of cattle in all three states with wolves accounting for a very small percentage of the deaths Nationwide the carnivore predators of all species including dogs accounted for less than 1 percent of the cattle killsWolves are really way down the list as an insignificant factor killing livestock said Michael Robinson of the Center for Biological Diversity Robinson argues that not only are wolves a small source of cattle kills but theyre also a source for which ranchers are fully compensated Ranchers are paid for cattle killed by wolves even when cattle have been put out to pasture on public land where wolves are known to exist Payments for wolf-killed cattle dont begin to cover the losses ranchers face said Jay Bodner the Montana Stockgrowers Associations director of natural resources Cattle under stress of wolf attacks lose weight and become more vulnerable to stress-related illness Bodner said Also the costs of moving livestock to safer pastures arent cheap and arent reimbursedBodner said wolves have killed more cattle in Montana and Idaho because in those states there are more cattle occupying areas where wolves are locatedWolf populations in Montana and Idaho could decline this year as those states begin managing wolves no longer listed as endangered Montana and Idaho succeeded in getting wolves delisted last month after Sen Jon Tester D-Mont and Rep Mike Simpson R-Idaho inserted the wolf delisting language into the 2011 appropriations billIt was a bill Congress had to pass in order to avoid a government shutdown The inserted language didnt include Wyoming which now seeks its own congressional fixOnce hunted to extinction in the West wolves were reintroduced to the region in the 1990s An estimated 1200 wolves now live in Montana and Idaho Wyomings population is believed to be 343 according to the US Fish and Wildlife serviceBoth Montana and Idaho plan wolf hunts this year Montana would like hunters to kill 220 gray wolves Idaho could set its quota by August Meantime Idaho has already sanctioned two wolf kills to curb wildlife and pet deaths associated with wolves Sheriffs deputies around the mountain community of Elk City have been authorized to kill wolves under disaster emergency rulesWolves werent the only predator cause listed in the USDA report issued last week Coyotes were credited for roughly 5 percent of Montanas adult cattle lost to predators Coyotes accounted for nearly 47 percent of the states calves killed by predatorsJohn Steuber director of US Wildlife Services for Montana said coyotes have benefited by living in areas occupied by gray wolves on the endangered species list Thats because poisoned bait and snares cannot be used against coyotes wherever endangered species like wolves or grizzly bears might be killed by mistakeWhen ranchers want to know which predator killed their livestock they call Steubers Billings office His staff will investigate predator damage scenes to determine the culpritThe US Department of Fish and Wildlife fingered black bears for 245 destroyed bee colonies last year Ravens for pecking the eyes out of 19 kid goats Grizzly bears for killing 10 cows six calves 24 sheep and a llamaWolves were the suspect in the deaths of 61 cows 378 calves three guard dogs and two herd dogs investigated by US Wildlife Steuber said But coyotes were a forceCoyotes killed five adult cattle 449 calves 228 adult sheep 3004 lambs 35 goats and 18 chickens he saidBut Mother Nature was unsurpassed: 22000 cattle and 52800 calves in Montana alone,Montana Idaho Wyoming Endangered Species List  Endangered Species Act Gray Wolves Wolf De-listing Recovery Hunting,NGO,Jim Magagna of the Wyoming Stock Growers Association,I dont think it weakens the argument for delisting To me its a recovered species and the Endangered Species Act says that recovered populations should be delisted Magagna said The strongest argument for delisting in Wyoming in my view is the impact on wildlife
144,Dear EarthTalk: What was the nature of the agreement just forged between green groups and the US government for wolf protection in the Northern Rockies?-- Peggy Marshall Boise ID,Y,6/5/2011,During,Earth Talk,https://uwyoidmoclcorg/login?url=https://wwwproquestcom/other-sources/dear-earthtalk-what-was-nature-agreement-just/docview/873376644/se-2?accountid=14793,Wolf Delisting AND Wyoming,This past March a coalition of 10 conservation groups finally reached a settlement with the US Department of Interior regarding gray wolf recovery and management in the Northern Rockies The courtroom battle had raged since the Bush administration had announced in January 2009 its decision to take gray wolves-66 of which were reintroduced to the region in 1995 after their forebears were wiped out by hunters and ranchers a century earlier-off of the Endangered Species ListToday upwards of 1600 gray wolves roam the six-state region exceeding wildlife biologists expectations by a factor of five The groups including the Natural Resources Defense Council (NRDC) the Sierra Club and Defenders of Wildlife sued the Interior Department contended that taking away federal protections and allowing hunting of the wolves would be no way to encourage their rebound The effort succeeded and kept the delisting from becoming a realityRanchers have been especially vocal in opposing protection for the wolves which they say are to blame for increased livestock predation as well as the decline in the regions elk herds in recent yearsThe conservationists primary concern had been that certain states where the wolves now range (thanks to reintroduction efforts) did not have large enough wolf populations or sufficient statewide protections to ensure their rebound would continue Under the new agreement gray wolves will be delisted in those states that have established suitable protection plans (Idaho and Montana)-so limited hunting will be allowed there-while federal Endangered Species Act (ESA) protections will remain in place in the other states (Washington Oregon Utah and Wyoming) where gray wolf populations are still in jeopardyAs part of the new deal the Department of the Interior will conduct rigorous scientific monitoring of wolf populations across the region and solicit an independent scientific review by an expert advisory board after three years to reassess the situationWashington Oregon and Utah only have small populations of gray wolves Wyoming however where the animals are thriving is a different story Wildlife biologists were concerned about delisting the animals there as state officials had sought a predator zone-where wolves could be shot on sight-covering almost 90 percent of the state As a result of this concern gray wolves will remain listed under the ESA in Wyoming although US Fish & Wildlife Service officials are working with state wildlife biologists to develop a more responsible plan that would allow delisting there as well at some future dateThe settlement offers a workable solution to the increasingly polarized debate over wolves reported the conservation groups in a joint memo adding that they hope the agreement marks the beginning of a new era of wolf conservation Other groups signing onto the agreement included Cascadia Wildlands the Center for Biological Diversity the Greater Yellowstone Coalition the Hells Canyon Preservation Council the Jackson Hole Conservation Alliance Oregon Wild and Wildlands Network,Endangered Species Act Montana Idaho De-listing Wyoming Wolf Hunting,NGO,Natural Resources Defense Council (NRDC) the Sierra Club and Defenders of Wildlife,he groups including the Natural Resources Defense Council (NRDC) the Sierra Club and Defenders of Wildlife sued the Interior Department contended that taking away federal protections and allowing hunting of the wolves would be no way to encourage their rebound The effort succeeded and kept the delisting from becoming a realityThe conservationists primary concern had been that certain states where the wolves now range (thanks to reintroduction efforts) did not have large enough wolf populations or sufficient statewide protections to ensure their rebound would continue Under the new agreement gray wolves will be delisted in those states that have established suitable protection plans (Idaho and Montana)-so limited hunting will be allowed there-while federal Endangered Species Act (ESA) protections will remain in place in the other states (Washington Oregon Utah and Wyoming) where gray wolf populations are still in jeopardyAs part of the new deal the Department of the Interior will conduct rigorous scientific monitoring of wolf populations across the region and solicit an independent scientific review by an expert advisory board after three years to reassess the situation
414,The ESA Dances With Wolves Continues,Y,6/18/2011,During,Targeted News Service,https://uwyoidmoclcorg/login?url=https://wwwproquestcom/usnews/wire-feeds/esa-dances-with-wolves-continues/docview/872450737/sem-2?accountid=14793,Wolf delisting AND Idaho,In an unprecedented and increasingly controversial move the United States judicial branch has begun a new chapter in the on-going saga of species protection reports the Wildlife Management Institute Late last month Congress passed a rider attached to the hotly debated 2011 fiscal appropriations bill that effectively reinstated the 2009 wolf delisting rule for the Northern Rocky Mountain Gray Wolf Distinct Population Segment (NR DPS) That marked the first time any species plant or animal has been removed from the endangered species list by legislative actionThe bipartisan compromise to include the rider came just hours before a more conservative settlement to delist wolves in Montana and Idaho only was rejected by US District Court Judge Donald MalloyOn May 5 the Department of the Interior (DOI) officially removed the gray wolf from the endangered species list throughout much the NR DPS Wolf management now will fall under state authority in Montana Idaho and portions of Utah Washington and Oregon Wyoming although in the NR DPS will remain under federal management authority until the US Fish and Wildlife Service (FWS) and the Wyoming Fish and Game Department can develop a wolf management plan that would allow wolves in Wyoming to be removed from the list in the futureAccording to documents released by the FWS state and federal biologists will monitor wolf populations in the Northern Rocky Mountain DPS and gather population data for at least five years under a post-delisting monitoring plan previously approved by the ServiceLike other iconic species such as the whooping crane the brown pelican and the bald eagle the recovery of the gray wolf is another success story of the Endangered Species Act said DOI Secretary Ken Salazar in a press release issued earlier this month The gray wolfs biological recovery reflects years of work by scientists wildlife managers and our state tribal and stakeholder partners to bring wolf populations back to healthy levelsNot surprisingly environmental groups have responded to the delisting with a suite of lawsuits The Alliance for the Wild Rockies WildEarth Guardians and Friends of the Clearwaters filed a complaint in the Federal District Court of Montana arguing violation of the separations of powers doctrine since Congress action repealed a previous federal ruling without amending existing law The Center for Biological Diversity filed a similar lawsuit citing the same separations of powers violationIn the meantime Montana and Idaho are fully preparing to open hunting seasons for wolves this coming fall On May 12 the Montana Fish Wildlife and Parks Commission proposed to create 14 wolf management units within the state and approved an overall harvest quota of 220 animals The proposal is similar to the one used to develop the states planned wolf season in 2009 According to agency biologists the proposed season and license structure would reduce the current wolf population of 566 wolves by 25 percentWasting no time Idaho began selling permits for its future wolf season the same day the FWS announced the delisting Reportedly Idaho which supports just over 700 wolves plans to sell the same number of licenses as MontanaIn conjunction with the NR DPS delisting the FWS also announced its intention to delist biologically recovered gray wolf populations in the Western Great Lakes This attempt to delist gray wolves in Minnesota Michigan and Wisconsin currently is open for public comment until July 5 With nearly 3000 wolves in Minnesota alone biologists hold no reservation about the species future in the region In addition to delisting the wolf the proposed rule would seek to revise the species range by restricting it from 29 eastern states based on taxonomic evidence that suggests the region did not historically hold gray wolf populations The rule also calls for a review of gray wolf numbers in the Pacific Northwest and the Southwest in order to determine potential listing status of the species in those areas (mcd),Idaho Montana Wyoming Endangered Species Act Endangered Species List  De-listing Wolf Hunting Protections Recovery Gray Wolves NGO,Executive,Ken Salazar Secretary of the Interior,Like other iconic species such as the whooping crane the brown pelican and the bald eagle the recovery of the gray wolf is another success story of the Endangered Species Act said DOI Secretary Ken Salazar in a press release issued earlier this month The gray wolfs biological recovery reflects years of work by scientists wildlife managers and our state tribal and stakeholder partners to bring wolf populations back to healthy levels
449,Endangered Species Act attacked through the back door,Y,6/26/2011,During,McClatchy - Tribune News Service,https://uwyoidmoclcorg/login?url=https://wwwproquestcom/usnews/wire-feeds/endangered-species-act-attacked-through-back-door/docview/873676149/sem-2?accountid=14793,Wolf delisting AND Idaho,,Montana Idaho Endangered Species List  De-listing Endangered Species Act Wolf Wyoming NGO,Legislative,Representative Mike Simpson (R-ID),Environmentalists have a point Simpson said: Congress shouldnt meddle with the process of the Endangered Species Act He argues that the wolf listing language was about allowing Montana and Idaho to separate their successful state wolf management programs from Wyoming which does not have one It didnt change the law he said or interfere with a pending listing In general I agree with them Simpson said of the argument environmentalists have made about meddling with the Endangered Species Act I dont want Congress or our bill to be the delisting bill So Im going to try to prevent that to some extent But Simpson also said theres much work to be done to tackle what he thinks of as flaws in the Endangered Species Act My concern is that what the Endangered Species Act has become is not an act to save species he said Its an act to control land and water If it was to save species we would be delisting these things
193,Big catch comes with connection to area woman,Y,7/3/2011,During,Times - News,https://uwyoidmoclcorg/login?url=https://wwwproquestcom/usnews/newspapers/big-catch-comes-with-connection-area-woman/docview/874461565/sem-2?accountid=14793,Wolf Delisting AND Idaho,The National Rifle Association and Safari Club International will move for reconsideration after being denied intervener status last week by the Montana Federal District Court in a new challenge to the wolf delisting contained in the continuing resolution for FY 2011 by the Alliance for the Rocky Mountains That court decision was based on the notion that the federal government would adequately represent SCI and NRAs interests in the litigation The NRA and SCI contend they have a right and a responsibility to defend the interests of their members and the hunting community Anti-hunting groups filed two new court cases May 5 challenging the constitutionality of the recently passed law that directed the US Fish and Wildlife Service to delist the wolves of Montana Idaho and portions of Oregon Utah and Washington state The NRA pledged to continue to fight for the delisting and state-based management of gray wolves whether in Congress or the courts,Montana Idaho Wolf De-listing,NGO,The National Rifle Association ,The NRA pledged to continue to fight for the delisting and state-based management of gray wolves whether in Congress or the courts
